Seed17853-RandomSwap-abz5
10 10
10, 8 0 0 94 0 94, 9 1 0 59 94 153, 2 2 0 83 217 300, 4 4 0 99 451 550, 6 4 0 95 632 727, 7 7 0 62 762 824, 1 6 0 92 1065 1157, 3 7 0 76 1157 1233, 0 8 0 86 1233 1319, 5 9 0 88 1319 1407, 
10, 5 0 1 99 0 99, 3 2 1 61 162 223, 6 1 1 86 223 309, 0 4 1 67 349 416, 9 2 1 82 416 498, 7 4 1 71 498 569, 8 4 1 66 621 687, 2 3 1 65 687 752, 1 7 1 82 1157 1239, 4 9 1 86 1452 1538, 
10, 3 1 2 68 94 162, 7 3 2 51 405 456, 4 5 2 67 550 617, 1 4 2 94 626 720, 8 5 2 90 720 810, 0 5 2 89 810 899, 6 6 2 66 899 965, 5 5 2 80 965 1045, 2 8 2 55 1376 1431, 9 9 2 96 1431 1527, 
10, 9 0 3 50 0 50, 4 0 3 69 50 119, 7 2 3 82 323 405, 1 1 3 50 405 455, 8 2 3 81 455 536, 6 3 3 96 536 632, 3 4 3 54 632 686, 5 8 3 79 1176 1255, 0 9 3 92 1319 1411, 2 9 3 77 1431 1508, 
10, 0 0 4 88 0 88, 7 0 4 98 88 186, 4 1 4 88 186 274, 5 1 4 81 274 355, 6 2 4 97 355 452, 3 3 4 99 452 551, 1 3 4 75 551 626, 8 6 4 76 810 886, 9 7 4 81 886 967, 2 7 4 85 1291 1376, 
10, 1 0 5 72 0 72, 0 3 5 99 250 349, 5 2 5 64 355 419, 7 5 5 94 569 663, 3 6 5 66 787 853, 4 7 5 68 853 921, 8 7 5 58 921 979, 6 7 5 99 979 1078, 2 5 5 85 1078 1163, 9 8 5 59 1163 1222, 
10, 0 2 6 94 156 250, 7 1 6 73 250 323, 8 1 6 71 323 394, 1 2 6 69 455 524, 5 3 6 66 524 590, 4 6 6 95 617 712, 3 5 6 75 712 787, 9 6 6 58 787 845, 2 4 6 64 845 909, 6 8 6 52 1078 1130, 
10, 3 0 7 94 0 94, 6 0 7 50 94 144, 8 3 7 85 536 621, 9 4 7 56 621 677, 7 6 7 85 677 762, 5 6 7 69 1045 1114, 0 7 7 99 1114 1213, 2 6 7 78 1213 1291, 1 8 7 94 1291 1385, 4 8 7 67 1385 1452, 
10, 0 1 8 68 88 156, 2 1 8 61 156 217, 4 3 8 95 356 451, 9 3 8 67 498 565, 6 5 8 97 727 824, 5 4 8 80 824 904, 7 8 8 95 904 999, 1 5 8 66 999 1065, 8 8 8 93 1065 1158, 3 9 8 67 1296 1363, 
10, 2 0 9 83 0 83, 4 2 9 82 274 356, 9 5 9 96 677 773, 0 6 9 77 899 976, 7 9 9 79 999 1078, 5 7 9 62 1114 1176, 3 8 9 63 1233 1296, 6 9 9 71 1296 1367, 8 9 9 97 1367 1464, 1 9 9 63 1464 1527, 
