# makespan 8691, time 14765404ms, iterations 500000
ShiftingBottleneck_seed_36191753_dmu68
40 20
40, 3 0 0 171 0 171, 29 0 0 178 171 349, 15 0 0 26 349 375, 36 0 0 68 375 443, 35 1 0 164 443 607, 38 1 0 5 607 612, 9 1 0 70 612 682, 21 1 0 147 682 829, 7 1 0 176 829 1005, 13 2 0 9 1005 1014, 27 2 0 84 1014 1098, 11 2 0 85 1098 1183, 18 2 0 49 1183 1232, 2 2 0 127 1232 1359, 0 2 0 132 1359 1491, 5 3 0 63 1491 1554, 23 3 0 164 1554 1718, 28 2 0 74 1718 1792, 12 3 0 65 1792 1857, 17 3 0 192 1857 2049, 24 3 0 9 2049 2058, 33 4 0 191 2058 2249, 22 4 0 189 2249 2438, 31 5 0 147 2438 2585, 32 5 0 137 2585 2722, 6 5 0 90 2722 2812, 16 6 0 150 2812 2962, 20 5 0 49 2962 3011, 10 6 0 64 3011 3075, 26 6 0 74 3075 3149, 37 6 0 123 3149 3272, 25 7 0 165 3274 3439, 34 7 0 158 3439 3597, 30 7 0 84 3597 3681, 19 8 0 129 3681 3810, 1 8 0 152 3810 3962, 14 8 0 22 3962 3984, 39 9 0 148 3984 4132, 4 9 0 155 4132 4287, 8 8 0 117 4287 4404, 
40, 31 0 1 111 0 111, 10 0 1 160 111 271, 19 0 1 103 271 374, 39 0 1 18 374 392, 14 1 1 110 392 502, 22 1 1 160 502 662, 23 1 1 159 662 821, 30 1 1 86 821 907, 35 2 1 141 907 1048, 34 3 1 123 1048 1171, 3 3 1 60 1171 1231, 8 3 1 182 1269 1451, 2 3 1 69 1451 1520, 16 3 1 171 1520 1691, 28 3 1 42 1792 1834, 26 3 1 21 1834 1855, 29 4 1 134 1893 2027, 12 4 1 32 2027 2059, 25 4 1 41 2059 2100, 27 4 1 70 2100 2170, 37 5 1 11 2170 2181, 38 4 1 103 2181 2284, 9 5 1 36 2284 2320, 17 6 1 107 2725 2832, 4 6 1 72 2832 2904, 21 6 1 107 2994 3101, 32 6 1 69 3101 3170, 1 7 1 193 3170 3363, 20 7 1 3 3363 3366, 13 8 1 72 3366 3438, 11 8 1 37 3438 3475, 7 8 1 182 3475 3657, 0 8 1 53 3657 3710, 18 8 1 175 3710 3885, 36 8 1 27 3885 3912, 15 8 1 195 3912 4107, 24 9 1 161 4107 4268, 33 9 1 136 4268 4404, 6 9 1 107 4404 4511, 5 9 1 176 4511 4687, 
40, 9 0 2 81 0 81, 13 0 2 73 81 154, 22 0 2 174 154 328, 33 0 2 41 328 369, 4 0 2 123 369 492, 23 0 2 25 492 517, 7 0 2 151 517 668, 25 1 2 185 668 853, 5 2 2 87 861 948, 38 3 2 76 1039 1115, 0 3 2 112 1491 1603, 32 4 2 70 1756 1826, 18 4 2 114 1826 1940, 19 4 2 74 1940 2014, 36 4 2 64 2014 2078, 3 4 2 86 2078 2164, 27 5 2 127 2170 2297, 39 5 2 25 2297 2322, 10 5 2 80 2322 2402, 14 6 2 34 2674 2708, 30 5 2 77 2709 2786, 1 6 2 133 2786 2919, 31 7 2 200 2919 3119, 11 7 2 30 3119 3149, 26 7 2 104 3149 3253, 16 7 2 133 3253 3386, 6 7 2 116 3386 3502, 15 7 2 46 3502 3548, 24 7 2 58 3548 3606, 35 7 2 9 3606 3615, 12 8 2 189 3615 3804, 29 8 2 198 3804 4002, 34 8 2 1 4002 4003, 20 8 2 146 4003 4149, 17 7 2 20 4149 4169, 37 9 2 167 4169 4336, 28 9 2 9 4340 4349, 2 9 2 119 4349 4468, 8 9 2 20 4468 4488, 21 9 2 120 4488 4608, 
40, 6 0 3 114 0 114, 1 0 3 137 114 251, 32 1 3 122 251 373, 34 1 3 144 373 517, 23 2 3 49 821 870, 29 2 3 19 870 889, 39 3 3 101 995 1096, 33 2 3 32 1173 1205, 9 3 3 142 1205 1347, 31 3 3 78 1347 1425, 21 3 3 172 1425 1597, 11 4 3 46 1597 1643, 20 3 3 147 1672 1819, 7 4 3 73 1819 1892, 16 4 3 130 1892 2022, 26 4 3 90 2022 2112, 0 5 3 164 2112 2276, 19 5 3 167 2276 2443, 13 5 3 165 2443 2608, 35 5 3 59 2608 2667, 22 5 3 96 2667 2763, 4 5 3 38 2763 2801, 28 5 3 147 2801 2948, 15 5 3 77 2948 3025, 2 6 3 163 3025 3188, 25 6 3 86 3188 3274, 12 6 3 30 3274 3304, 18 6 3 171 3304 3475, 30 6 3 35 3475 3510, 38 7 3 138 3510 3648, 37 7 3 34 3648 3682, 36 7 3 26 3682 3708, 10 7 3 38 3708 3746, 24 8 3 23 3746 3769, 5 8 3 113 3769 3882, 8 7 3 165 3882 4047, 27 9 3 171 4047 4218, 3 9 3 31 4218 4249, 14 9 3 161 4249 4410, 17 9 3 137 4702 4839, 
40, 2 0 4 79 0 79, 20 0 4 38 79 117, 18 0 4 117 117 234, 5 0 4 147 234 381, 1 1 4 138 381 519, 37 1 4 15 519 534, 3 1 4 102 534 636, 0 1 4 76 636 712, 26 1 4 187 712 899, 11 1 4 166 899 1065, 33 1 4 108 1065 1173, 14 2 4 188 1173 1361, 10 2 4 27 1361 1388, 28 1 4 74 1506 1580, 32 2 4 31 1580 1611, 19 3 4 2 1848 1850, 4 4 4 184 1850 2034, 35 4 4 67 2197 2264, 6 4 4 25 2264 2289, 17 4 4 106 2289 2395, 15 4 4 67 2498 2565, 24 5 4 155 2565 2720, 36 5 4 63 2720 2783, 22 6 4 168 2783 2951, 34 6 4 71 2951 3022, 8 6 4 26 3022 3048, 7 6 4 11 3048 3059, 29 7 4 32 3059 3091, 13 7 4 154 3091 3245, 9 7 4 192 3245 3437, 12 7 4 88 3437 3525, 21 7 4 96 3525 3621, 23 7 4 71 3621 3692, 39 8 4 114 3711 3825, 27 8 4 151 3825 3976, 38 9 4 190 3976 4166, 30 9 4 115 4166 4281, 31 9 4 110 4281 4391, 16 9 4 35 4391 4426, 25 9 4 67 4621 4688, 
40, 38 0 5 68 0 68, 12 1 5 155 167 322, 36 1 5 179 443 622, 29 1 5 143 622 765, 4 1 5 36 765 801, 34 2 5 143 801 944, 31 2 5 77 1162 1239, 13 3 5 188 1239 1427, 37 4 5 15 1536 1551, 39 4 5 6 1551 1557, 8 5 5 153 1563 1716, 10 4 5 33 1716 1749, 23 5 5 182 1749 1931, 2 5 5 190 1931 2121, 11 5 5 169 2121 2290, 33 5 5 191 2290 2481, 5 5 5 66 2481 2547, 19 6 5 120 2547 2667, 1 5 5 93 2667 2760, 27 6 5 173 2760 2933, 3 6 5 99 2933 3032, 24 6 5 38 3032 3070, 20 6 5 81 3070 3151, 15 6 5 175 3151 3326, 14 7 5 44 3326 3370, 7 7 5 6 3370 3376, 0 7 5 37 3376 3413, 22 7 5 77 3413 3490, 18 7 5 169 3490 3659, 35 8 5 53 3659 3712, 30 8 5 187 3712 3899, 21 8 5 198 3899 4097, 16 8 5 102 4097 4199, 28 8 5 141 4199 4340, 6 8 5 63 4340 4403, 9 9 5 58 4403 4461, 32 9 5 60 4461 4521, 26 9 5 19 4521 4540, 25 8 5 81 4540 4621, 17 8 5 81 4621 4702, 
40, 35 0 6 23 0 23, 8 0 6 62 23 85, 16 0 6 178 85 263, 6 1 6 172 263 435, 27 1 6 61 435 496, 19 1 6 178 496 674, 18 1 6 29 674 703, 3 2 6 4 703 707, 17 2 6 116 707 823, 21 2 6 135 829 964, 38 2 6 75 964 1039, 12 2 6 62 1039 1101, 4 2 6 37 1101 1138, 24 2 6 41 1138 1179, 15 2 6 86 1179 1265, 1 2 6 135 1265 1400, 37 3 6 136 1400 1536, 30 3 6 8 1536 1544, 10 3 6 138 1544 1682, 23 4 6 26 1718 1744, 2 4 6 75 1744 1819, 25 3 6 118 1819 1937, 22 3 6 101 1937 2038, 9 4 6 64 2038 2102, 34 4 6 58 2102 2160, 5 4 6 72 2160 2232, 26 5 6 137 2232 2369, 7 5 6 121 2369 2490, 14 5 6 184 2490 2674, 13 6 6 94 2674 2768, 31 6 6 57 2768 2825, 29 6 6 192 2825 3017, 28 6 6 186 3017 3203, 33 6 6 181 3203 3384, 36 6 6 200 3384 3584, 39 7 6 127 3584 3711, 32 7 6 79 3711 3790, 11 9 6 38 3790 3828, 0 9 6 86 3828 3914, 20 9 6 91 4149 4240, 
40, 12 0 7 167 0 167, 26 0 7 48 167 215, 13 1 7 16 215 231, 20 1 7 178 231 409, 17 1 7 164 409 573, 16 1 7 69 573 642, 37 2 7 195 642 837, 22 2 7 49 837 886, 25 2 7 101 886 987, 39 2 7 8 987 995, 9 2 7 27 995 1022, 36 3 7 144 1022 1166, 4 3 7 191 1166 1357, 14 3 7 136 1361 1497, 8 4 7 66 1497 1563, 32 3 7 145 1611 1756, 29 3 7 137 1756 1893, 31 4 7 182 1893 2075, 21 4 7 105 2075 2180, 24 4 7 63 2180 2243, 1 4 7 158 2383 2541, 30 4 7 168 2541 2709, 3 5 7 114 2709 2823, 6 6 7 98 2823 2921, 0 6 7 91 2921 3012, 38 6 7 9 3012 3021, 11 6 7 48 3021 3069, 5 7 7 58 3093 3151, 27 7 7 89 3151 3240, 33 7 7 16 3384 3400, 28 7 7 59 3400 3459, 2 7 7 175 3459 3634, 10 8 7 147 3746 3893, 23 8 7 87 3893 3980, 19 9 7 38 3980 4018, 34 9 7 97 4018 4115, 35 9 7 133 4115 4248, 18 9 7 200 4248 4448, 15 9 7 172 4448 4620, 7 9 7 68 4620 4688, 
40, 32 0 8 48 0 48, 0 0 8 65 48 113, 37 0 8 108 113 221, 34 0 8 23 221 244, 14 0 8 1 244 245, 27 0 8 189 245 434, 11 0 8 24 434 458, 25 0 8 87 458 545, 21 0 8 78 545 623, 30 0 8 153 623 776, 24 1 8 177 776 953, 39 1 8 10 953 963, 2 1 8 3 963 966, 31 1 8 196 966 1162, 8 2 8 107 1162 1269, 10 1 8 37 1269 1306, 28 0 8 200 1306 1506, 20 2 8 166 1506 1672, 7 3 8 82 1672 1754, 19 2 8 94 1754 1848, 6 3 8 188 1848 2036, 35 3 8 161 2036 2197, 1 3 8 186 2197 2383, 15 3 8 115 2383 2498, 29 5 8 53 2498 2551, 17 5 8 174 2551 2725, 16 5 8 32 2725 2757, 18 5 8 64 2757 2821, 9 6 8 126 2821 2947, 5 6 8 146 2947 3093, 33 8 8 65 3400 3465, 38 8 8 20 3648 3668, 4 8 8 46 3668 3714, 3 8 8 120 3714 3834, 26 8 8 135 3834 3969, 12 9 8 190 3969 4159, 36 9 8 72 4159 4231, 13 9 8 42 4231 4273, 23 9 8 68 4273 4341, 22 9 8 137 4341 4478, 
40, 24 0 9 115 0 115, 17 0 9 5 115 120, 15 1 9 179 375 554, 8 1 9 186 554 740, 5 1 9 121 740 861, 36 2 9 7 861 868, 26 2 9 69 899 968, 16 2 9 87 968 1055, 7 2 9 50 1055 1105, 6 2 9 81 1105 1186, 30 2 9 74 1186 1260, 33 3 9 139 1260 1399, 27 3 9 26 1399 1425, 11 3 9 134 1425 1559, 18 3 9 84 1559 1643, 14 4 9 179 1643 1822, 0 4 9 186 1822 2008, 13 4 9 157 2008 2165, 20 4 9 162 2165 2327, 28 4 9 16 2327 2343, 34 5 9 59 2343 2402, 12 5 9 158 2402 2560, 25 5 9 170 2560 2730, 38 5 9 139 2730 2869, 21 5 9 125 2869 2994, 39 6 9 86 2994 3080, 23 6 9 142 3080 3222, 35 6 9 194 3222 3416, 19 7 9 51 3416 3467, 4 7 9 155 3467 3622, 3 7 9 85 3622 3707, 2 8 9 61 3707 3768, 9 8 9 152 3768 3920, 37 8 9 21 3920 3941, 22 8 9 84 3941 4025, 31 8 9 6 4025 4031, 32 8 9 24 4031 4055, 29 9 9 165 4055 4220, 1 9 9 88 4220 4308, 10 9 9 14 4308 4322, 
