RandomSwap_seed_89164_abz5
10 10
10, 8 0 0 94 0 94, 9 1 0 59 119 178, 2 2 0 83 217 300, 6 4 0 95 548 643, 1 6 0 92 749 841, 4 4 0 99 941 1040, 3 7 0 76 1135 1211, 7 7 0 62 1211 1273, 0 8 0 86 1273 1359, 5 9 0 88 1359 1447, 
10, 5 0 1 99 0 99, 6 1 1 86 99 185, 2 3 1 65 300 365, 0 4 1 67 365 432, 9 2 1 82 432 514, 8 4 1 66 514 580, 3 2 1 61 589 650, 7 4 1 71 734 805, 1 7 1 82 841 923, 4 9 1 86 1351 1437, 
10, 0 5 2 89 432 521, 3 1 2 68 521 589, 1 4 2 94 589 683, 7 3 2 51 683 734, 8 5 2 90 734 824, 5 5 2 80 824 904, 6 6 2 66 904 970, 2 8 2 55 985 1040, 4 5 2 67 1040 1107, 9 9 2 96 1194 1290, 
10, 4 0 3 69 0 69, 9 0 3 50 69 119, 8 2 3 81 165 246, 1 1 3 50 246 296, 7 2 3 82 332 414, 6 3 3 96 452 548, 3 4 3 54 749 803, 5 8 3 79 1210 1289, 2 9 3 77 1289 1366, 0 9 3 92 1366 1458, 
10, 0 0 4 88 0 88, 7 0 4 98 88 186, 4 1 4 88 186 274, 5 1 4 81 274 355, 6 2 4 97 355 452, 1 3 4 75 452 527, 3 3 4 99 650 749, 8 6 4 76 824 900, 2 7 4 85 900 985, 9 7 4 81 985 1066, 
10, 1 0 5 72 0 72, 0 3 5 99 259 358, 5 2 5 64 358 422, 2 5 5 85 465 550, 7 5 5 94 805 899, 8 7 5 58 900 958, 6 7 5 99 970 1069, 3 6 5 66 1069 1135, 9 8 5 59 1135 1194, 4 7 5 68 1216 1284, 
10, 8 1 6 71 94 165, 0 2 6 94 165 259, 7 1 6 73 259 332, 1 2 6 69 332 401, 2 4 6 64 401 465, 5 3 6 66 465 531, 9 6 6 58 733 791, 3 5 6 75 803 878, 6 8 6 52 1069 1121, 4 6 6 95 1121 1216, 
10, 6 0 7 50 0 50, 8 3 7 85 246 331, 3 0 7 94 331 425, 9 4 7 56 581 637, 2 6 7 78 637 715, 5 6 7 69 904 973, 0 7 7 99 973 1072, 7 6 7 85 1072 1157, 1 8 7 94 1157 1251, 4 8 7 67 1284 1351, 
10, 0 1 8 68 88 156, 2 1 8 61 156 217, 9 3 8 67 514 581, 5 4 8 80 581 661, 1 5 8 66 683 749, 6 5 8 97 749 846, 4 3 8 95 846 941, 8 8 8 93 958 1051, 7 8 8 95 1273 1368, 3 9 8 67 1368 1435, 
10, 2 0 9 83 0 83, 4 2 9 82 274 356, 9 5 9 96 637 733, 0 6 9 77 733 810, 8 9 9 97 1051 1148, 5 7 9 62 1148 1210, 3 8 9 63 1211 1274, 1 9 9 63 1274 1337, 6 9 9 71 1337 1408, 7 9 9 79 1408 1487, 
