RandomSearchInstances/abz/abz5.txt
10 10
10, 9 1 0 59 119 178, 8 0 0 94 178 272, 4 4 0 99 451 550, 2 2 0 83 550 633, 7 7 0 62 759 821, 6 4 0 95 821 916, 1 6 0 92 991 1083, 3 7 0 76 1083 1159, 0 8 0 86 1159 1245, 5 9 0 88 1245 1333, 
10, 5 0 1 99 0 99, 3 2 1 61 162 223, 7 4 1 71 304 375, 0 4 1 67 447 514, 6 1 1 86 514 600, 9 2 1 82 600 682, 8 4 1 66 682 748, 2 3 1 65 748 813, 1 7 1 82 1083 1165, 4 9 1 86 1326 1412, 
10, 3 1 2 68 94 162, 7 3 2 51 253 304, 4 5 2 67 550 617, 0 5 2 89 617 706, 5 5 2 80 751 831, 1 4 2 94 831 925, 8 5 2 90 925 1015, 6 6 2 66 1088 1154, 2 8 2 55 1276 1331, 9 9 2 96 1331 1427, 
10, 4 0 3 69 0 69, 9 0 3 50 69 119, 1 1 3 50 119 169, 7 2 3 82 171 253, 3 4 3 54 454 508, 8 2 3 81 508 589, 6 3 3 96 697 793, 5 8 3 79 1114 1193, 2 9 3 77 1331 1408, 0 9 3 92 1408 1500, 
10, 7 0 4 98 0 98, 0 0 4 88 98 186, 4 1 4 88 186 274, 5 1 4 81 274 355, 3 3 4 99 355 454, 1 3 4 75 454 529, 6 2 4 97 600 697, 8 6 4 76 1015 1091, 9 7 4 81 1110 1191, 2 7 4 85 1191 1276, 
10, 1 0 5 72 0 72, 0 3 5 99 348 447, 7 5 5 94 447 541, 5 2 5 64 541 605, 4 7 5 68 766 834, 3 6 5 66 841 907, 2 5 5 85 907 992, 8 7 5 58 1091 1149, 6 7 5 99 1154 1253, 9 8 5 59 1253 1312, 
10, 7 1 6 73 98 171, 1 2 6 69 171 240, 0 2 6 94 254 348, 8 1 6 71 348 419, 5 3 6 66 605 671, 4 6 6 95 671 766, 3 5 6 75 766 841, 2 4 6 64 841 905, 9 6 6 58 1052 1110, 6 8 6 52 1253 1305, 
10, 3 0 7 94 0 94, 6 0 7 50 94 144, 8 3 7 85 589 674, 7 6 7 85 674 759, 5 6 7 69 831 900, 9 4 7 56 900 956, 0 7 7 99 956 1055, 2 6 7 78 1055 1133, 1 8 7 94 1165 1259, 4 8 7 67 1259 1326, 
10, 0 1 8 68 186 254, 4 3 8 95 356 451, 2 1 8 61 451 512, 5 4 8 80 671 751, 9 3 8 67 751 818, 1 5 8 66 925 991, 6 5 8 97 991 1088, 7 8 8 95 1088 1183, 3 9 8 67 1222 1289, 8 8 8 93 1289 1382, 
10, 4 2 9 82 274 356, 2 0 9 83 356 439, 0 6 9 77 706 783, 9 5 9 96 956 1052, 5 7 9 62 1052 1114, 3 8 9 63 1159 1222, 7 9 9 79 1222 1301, 6 9 9 71 1305 1376, 8 9 9 97 1382 1479, 1 9 9 63 1479 1542, 
