RandomSearch_seed_431899131_abz5
10 10
10, 8 0 0 94 0 94, 9 1 0 59 94 153, 2 2 0 83 153 236, 6 4 0 95 499 594, 7 7 0 62 594 656, 1 6 0 92 802 894, 4 4 0 99 894 993, 3 7 0 76 1119 1195, 0 8 0 86 1195 1281, 5 9 0 88 1281 1369, 
10, 5 0 1 99 0 99, 6 1 1 86 144 230, 7 4 1 71 304 375, 9 2 1 82 375 457, 3 2 1 61 457 518, 2 3 1 65 518 583, 8 4 1 66 583 649, 0 4 1 67 649 716, 1 7 1 82 894 976, 4 9 1 86 1313 1399, 
10, 3 1 2 68 94 162, 7 3 2 51 253 304, 5 5 2 80 477 557, 1 4 2 94 557 651, 8 5 2 90 651 741, 0 5 2 89 741 830, 6 6 2 66 830 896, 2 8 2 55 896 951, 4 5 2 67 993 1060, 9 9 2 96 1178 1274, 
10, 9 0 3 50 0 50, 1 1 3 50 72 122, 7 2 3 82 171 253, 4 0 3 69 253 322, 8 2 3 81 322 403, 6 3 3 96 403 499, 3 4 3 54 626 680, 5 8 3 79 760 839, 2 9 3 77 951 1028, 0 9 3 92 1281 1373, 
10, 7 0 4 98 0 98, 0 0 4 88 98 186, 5 1 4 81 186 267, 6 2 4 97 267 364, 4 1 4 88 364 452, 1 3 4 75 452 527, 3 3 4 99 527 626, 2 7 4 85 810 895, 8 6 4 76 895 971, 9 7 4 81 971 1052, 
10, 1 0 5 72 0 72, 5 2 5 64 267 331, 7 5 5 94 375 469, 0 3 5 99 491 590, 2 5 5 85 647 732, 6 7 5 99 896 995, 8 7 5 58 995 1053, 3 6 5 66 1053 1119, 9 8 5 59 1119 1178, 4 7 5 68 1178 1246, 
10, 7 1 6 73 98 171, 8 1 6 71 171 242, 1 2 6 69 242 311, 5 3 6 66 331 397, 0 2 6 94 397 491, 2 4 6 64 583 647, 3 5 6 75 680 755, 9 6 6 58 856 914, 6 8 6 52 995 1047, 4 6 6 95 1060 1155, 
10, 3 0 7 94 0 94, 6 0 7 50 94 144, 8 3 7 85 403 488, 7 6 7 85 488 573, 9 4 7 56 573 629, 5 6 7 69 629 698, 2 6 7 78 732 810, 1 8 7 94 976 1070, 0 7 7 99 1070 1169, 4 8 7 67 1246 1313, 
10, 2 1 8 61 83 144, 0 1 8 68 186 254, 5 4 8 80 397 477, 9 3 8 67 477 544, 4 3 8 95 544 639, 6 5 8 97 639 736, 1 5 8 66 736 802, 7 8 8 95 802 897, 8 8 8 93 1053 1146, 3 9 8 67 1267 1334, 
10, 2 0 9 83 0 83, 4 2 9 82 452 534, 5 7 9 62 698 760, 9 5 9 96 760 856, 0 6 9 77 856 933, 7 9 9 79 933 1012, 1 9 9 63 1070 1133, 6 9 9 71 1133 1204, 3 8 9 63 1204 1267, 8 9 9 97 1267 1364, 
