ShiftingBottleneck_seed_3645762_dmu01
20 15
20, 0 0 0 160 0 160, 17 1 0 32 160 192, 5 1 0 115 209 324, 7 1 0 171 324 495, 18 2 0 106 495 601, 3 3 0 192 601 793, 13 5 0 54 793 847, 4 7 0 118 955 1073, 19 7 0 104 1111 1215, 15 7 0 96 1215 1311, 11 7 0 160 1311 1471, 14 8 0 91 1471 1562, 10 7 0 120 1562 1682, 1 7 0 122 1682 1804, 8 8 0 67 1804 1871, 2 9 0 13 1871 1884, 6 10 0 102 1884 1986, 9 12 0 120 2059 2179, 16 14 0 93 2736 2829, 12 14 0 143 2829 2972, 
20, 9 0 1 135 0 135, 6 1 1 62 135 197, 19 0 1 14 197 211, 16 0 1 176 211 387, 3 1 1 11 387 398, 10 1 1 172 398 570, 4 5 1 181 623 804, 1 5 1 95 804 899, 17 5 1 100 899 999, 0 7 1 107 1222 1329, 5 8 1 115 1507 1622, 11 8 1 14 1622 1636, 18 8 1 138 1636 1774, 12 9 1 31 1774 1805, 15 8 1 150 1805 1955, 8 9 1 165 1955 2120, 13 11 1 104 2120 2224, 14 12 1 82 2224 2306, 7 14 1 171 2384 2555, 2 14 1 142 2771 2913, 
20, 10 0 2 93 0 93, 5 2 2 122 324 446, 1 3 2 189 479 668, 19 3 2 70 668 738, 12 4 2 127 738 865, 6 6 2 134 992 1126, 0 6 2 28 1194 1222, 3 8 2 141 1370 1511, 14 9 2 118 1562 1680, 9 10 2 169 1680 1849, 2 10 2 15 1884 1899, 16 10 2 91 1899 1990, 11 11 2 61 1990 2051, 4 10 2 124 2051 2175, 7 11 2 72 2192 2264, 17 12 2 105 2282 2387, 18 12 2 107 2387 2494, 13 12 2 61 2494 2555, 15 12 2 45 2555 2600, 8 14 2 12 2675 2687, 
20, 18 1 3 73 1 74, 13 1 3 78 74 152, 11 0 3 122 152 274, 6 2 3 186 274 460, 1 2 3 19 460 479, 16 2 3 92 502 594, 15 3 3 152 594 746, 9 5 3 52 860 912, 4 6 3 43 912 955, 3 6 3 4 1000 1004, 12 7 3 52 1004 1056, 0 8 3 196 1329 1525, 7 7 3 113 1525 1638, 17 8 3 163 1638 1801, 8 12 3 46 2267 2313, 5 12 3 175 2313 2488, 19 13 3 6 2590 2596, 10 13 3 171 2596 2767, 2 13 3 4 2767 2771, 14 14 3 100 2771 2871, 
20, 19 2 4 115 216 331, 11 2 4 6 331 337, 3 2 4 162 398 560, 18 3 4 80 601 681, 8 3 4 9 681 690, 2 3 4 147 690 837, 15 5 4 13 837 850, 12 6 4 43 960 1003, 4 8 4 61 1073 1134, 16 8 4 156 1299 1455, 6 8 4 189 1455 1644, 13 9 4 115 1644 1759, 1 8 4 165 1804 1969, 17 10 4 5 1969 1974, 5 10 4 23 1974 1997, 9 11 4 62 1997 2059, 0 11 4 7 2059 2066, 7 12 4 16 2264 2280, 10 12 4 176 2280 2456, 14 13 4 89 2456 2545, 
20, 13 0 5 4 0 4, 4 0 5 53 4 57, 5 0 5 152 57 209, 9 1 5 105 209 314, 2 1 5 11 314 325, 12 3 5 194 392 586, 3 4 5 35 793 828, 19 5 5 76 1015 1091, 11 5 5 5 1091 1096, 0 5 5 98 1096 1194, 18 6 5 71 1331 1402, 10 6 5 38 1402 1440, 8 7 5 135 1440 1575, 7 9 5 152 1800 1952, 14 11 5 55 2084 2139, 15 11 5 57 2139 2196, 17 13 5 186 2387 2573, 16 13 5 163 2573 2736, 6 14 5 41 2736 2777, 1 14 5 183 2777 2960, 
20, 6 0 6 50 0 50, 11 1 6 21 274 295, 0 2 6 139 295 434, 8 2 6 116 434 550, 14 2 6 166 550 716, 10 3 6 72 716 788, 2 6 6 141 1176 1317, 9 8 6 170 1331 1501, 12 8 6 166 1501 1667, 16 9 6 102 1667 1769, 18 9 6 148 1774 1922, 5 9 6 18 1922 1940, 15 9 6 97 1955 2052, 7 10 6 140 2052 2192, 3 10 6 62 2192 2254, 17 11 6 28 2254 2282, 4 11 6 176 2282 2458, 19 12 6 132 2458 2590, 13 13 6 75 2590 2665, 1 13 6 83 2665 2748, 
20, 1 1 7 160 105 265, 15 4 7 51 746 797, 10 4 7 189 797 986, 7 4 7 5 986 991, 16 6 7 83 1020 1103, 14 6 7 38 1103 1141, 9 7 7 188 1143 1331, 5 7 7 176 1331 1507, 17 7 7 52 1507 1559, 2 7 7 136 1559 1695, 19 8 7 167 1695 1862, 0 10 7 114 1893 2007, 13 10 7 101 2007 2108, 6 11 7 3 2108 2111, 18 11 7 60 2111 2171, 11 12 7 148 2171 2319, 3 13 7 135 2319 2454, 12 12 7 166 2454 2620, 8 13 7 55 2620 2675, 4 14 7 136 2683 2819, 
20, 17 0 8 38 0 38, 8 1 8 54 185 239, 12 2 8 100 292 392, 13 3 8 119 392 511, 9 3 8 4 511 515, 14 3 8 41 716 757, 3 5 8 172 828 1000, 7 6 8 195 1297 1492, 2 11 8 10 1899 1909, 19 10 8 193 1920 2113, 10 11 8 65 2113 2178, 6 12 8 177 2178 2355, 1 12 8 51 2355 2406, 16 12 8 19 2406 2425, 0 13 8 133 2425 2558, 4 13 8 125 2558 2683, 5 13 8 110 2683 2793, 15 13 8 17 2793 2810, 18 14 8 178 2810 2988, 11 14 8 194 2988 3182, 
20, 12 0 9 94 0 94, 4 1 9 89 94 183, 15 1 9 107 183 290, 9 2 9 49 314 363, 2 2 9 130 363 493, 16 3 9 9 594 603, 17 4 9 71 603 674, 7 3 9 32 674 706, 19 6 9 20 1091 1111, 11 6 9 180 1111 1291, 6 7 9 141 1291 1432, 13 6 9 38 1432 1470, 18 7 9 145 1470 1615, 10 10 9 77 1965 2042, 1 9 9 2 2042 2044, 14 10 9 40 2044 2084, 8 10 9 100 2120 2220, 5 11 9 26 2220 2246, 3 11 9 12 2254 2266, 0 14 9 76 2558 2634, 
