Seed18901-RandomSearch-abz5
10 10
10, 8 0 0 94 0 94, 9 1 0 59 94 153, 2 2 0 83 153 236, 1 6 0 92 600 692, 6 4 0 95 692 787, 4 4 0 99 804 903, 3 7 0 76 903 979, 5 9 0 88 979 1067, 7 7 0 62 1067 1129, 0 8 0 86 1286 1372, 
10, 5 0 1 99 0 99, 6 1 1 86 144 230, 9 2 1 82 230 312, 3 2 1 61 312 373, 2 3 1 65 373 438, 8 4 1 66 488 554, 7 4 1 71 554 625, 0 4 1 67 836 903, 1 7 1 82 903 985, 4 9 1 86 1353 1439, 
10, 3 1 2 68 94 162, 7 3 2 51 253 304, 1 4 2 94 440 534, 5 5 2 80 534 614, 8 5 2 90 614 704, 0 5 2 89 903 992, 4 5 2 67 992 1059, 6 6 2 66 1059 1125, 9 9 2 96 1125 1221, 2 8 2 55 1272 1327, 
10, 9 0 3 50 0 50, 1 1 3 50 72 122, 7 2 3 82 171 253, 4 0 3 69 253 322, 8 2 3 81 322 403, 3 4 3 54 539 593, 6 3 3 96 593 689, 5 8 3 79 867 946, 2 9 3 77 1327 1404, 0 9 3 92 1404 1496, 
10, 7 0 4 98 0 98, 5 1 4 81 99 180, 0 0 4 88 180 268, 6 2 4 97 268 365, 1 3 4 75 365 440, 3 3 4 99 440 539, 4 1 4 88 539 627, 9 7 4 81 863 944, 8 6 4 76 944 1020, 2 7 4 85 1187 1272, 
10, 1 0 5 72 0 72, 5 2 5 64 180 244, 2 5 5 85 502 587, 3 6 5 66 671 737, 0 3 5 99 737 836, 7 5 5 94 836 930, 9 8 5 59 944 1003, 8 7 5 58 1020 1078, 4 7 5 68 1154 1222, 6 7 5 99 1222 1321, 
10, 7 1 6 73 98 171, 8 1 6 71 171 242, 1 2 6 69 242 311, 5 3 6 66 311 377, 2 4 6 64 438 502, 0 2 6 94 502 596, 3 5 6 75 596 671, 9 6 6 58 805 863, 4 6 6 95 1059 1154, 6 8 6 52 1321 1373, 
10, 3 0 7 94 0 94, 6 0 7 50 94 144, 8 3 7 85 403 488, 9 4 7 56 488 544, 5 6 7 69 614 683, 7 6 7 85 930 1015, 1 8 7 94 1015 1109, 2 6 7 78 1109 1187, 0 7 7 99 1187 1286, 4 8 7 67 1286 1353, 
10, 2 1 8 61 83 144, 0 1 8 68 268 336, 9 3 8 67 336 403, 5 4 8 80 403 483, 1 5 8 66 534 600, 4 3 8 95 709 804, 6 5 8 97 804 901, 8 8 8 93 1078 1171, 3 9 8 67 1171 1238, 7 8 8 95 1238 1333, 
10, 2 0 9 83 0 83, 4 2 9 82 627 709, 9 5 9 96 709 805, 5 7 9 62 805 867, 0 6 9 77 992 1069, 3 8 9 63 1069 1132, 1 9 9 63 1132 1195, 8 9 9 97 1195 1292, 7 9 9 79 1333 1412, 6 9 9 71 1412 1483, 
