ShiftingBottleInstances/ta/ta15.txt
20 15
20, 2 1 0 45 281 326, 17 3 0 80 326 406, 3 3 0 19 470 489, 7 4 0 49 489 538, 6 5 0 32 538 570, 14 6 0 23 642 665, 0 6 0 44 665 709, 13 6 0 20 709 729, 18 9 0 83 863 946, 15 9 0 1 946 947, 11 11 0 86 1018 1104, 1 11 0 32 1104 1136, 12 12 0 69 1136 1205, 10 12 0 28 1205 1233, 5 12 0 40 1264 1304, 8 12 0 54 1304 1358, 4 12 0 11 1358 1369, 19 13 0 67 1369 1436, 16 13 0 6 1436 1442, 9 14 0 78 1447 1525, 
20, 19 0 1 69 0 69, 18 0 1 51 69 120, 12 0 1 83 120 203, 2 0 1 78 203 281, 11 1 1 13 294 307, 8 3 1 9 373 382, 6 4 1 76 382 458, 14 4 1 53 524 577, 16 7 1 41 602 643, 5 6 1 42 643 685, 1 6 1 15 685 700, 0 8 1 87 768 855, 4 9 1 2 855 857, 7 9 1 80 878 958, 15 10 1 11 958 969, 10 11 1 75 1128 1203, 3 11 1 3 1203 1206, 13 12 1 43 1206 1249, 9 12 1 26 1262 1288, 17 13 1 77 1288 1365, 
20, 17 0 2 68 0 68, 4 2 2 83 168 251, 10 8 2 72 584 656, 7 7 2 84 656 740, 6 8 2 53 740 793, 3 9 2 88 793 881, 11 9 2 67 881 948, 1 9 2 79 948 1027, 14 10 2 86 1027 1113, 2 10 2 4 1113 1117, 5 10 2 49 1117 1166, 0 10 2 48 1166 1214, 15 13 2 62 1214 1276, 8 11 2 26 1276 1302, 19 11 2 33 1302 1335, 13 13 2 30 1335 1365, 9 13 2 82 1365 1447, 12 14 2 46 1447 1493, 16 14 2 30 1493 1523, 18 14 2 58 1523 1581, 
20, 1 1 3 46 124 170, 13 4 3 78 207 285, 9 2 3 27 285 312, 0 3 3 95 312 407, 10 5 3 76 407 483, 11 5 3 5 500 505, 5 8 3 6 730 736, 3 8 3 5 774 779, 4 8 3 42 781 823, 12 9 3 89 823 912, 6 9 3 70 912 982, 17 10 3 97 982 1079, 7 12 3 68 1081 1149, 16 12 3 6 1149 1155, 14 12 3 68 1155 1223, 18 12 3 61 1223 1284, 15 14 3 55 1284 1339, 2 14 3 76 1339 1415, 8 13 3 80 1415 1495, 19 14 3 90 1495 1585, 
20, 13 0 4 64 0 64, 18 1 4 34 120 154, 14 1 4 29 154 183, 17 2 4 15 183 198, 9 1 4 87 198 285, 8 2 4 88 285 373, 11 2 4 14 373 387, 7 2 4 9 387 396, 2 3 4 49 420 469, 19 5 4 21 469 490, 3 4 4 85 490 575, 6 7 4 81 638 719, 12 7 4 8 719 727, 5 7 4 3 727 730, 1 8 4 44 883 927, 10 9 4 52 927 979, 16 10 4 25 979 1004, 15 11 4 24 1004 1028, 0 11 4 44 1214 1258, 4 11 4 26 1258 1284, 
20, 16 0 5 43 0 43, 8 0 5 39 43 82, 5 1 5 88 95 183, 1 3 5 4 188 192, 12 1 5 67 203 270, 10 3 5 26 270 296, 15 3 5 94 296 390, 19 4 5 22 390 412, 17 4 5 29 412 441, 9 5 5 75 441 516, 0 5 5 79 516 595, 7 6 5 57 595 652, 4 5 5 24 652 676, 11 6 5 58 676 734, 3 7 5 38 736 774, 18 7 5 75 774 849, 14 9 5 1 937 938, 2 11 5 51 1117 1168, 13 14 5 3 1365 1368, 6 14 5 31 1368 1399, 
20, 0 2 6 49 104 153, 4 1 6 7 161 168, 10 2 6 74 182 256, 1 4 6 56 256 312, 18 4 6 74 312 386, 15 4 6 78 390 468, 12 5 6 84 468 552, 9 6 6 31 552 583, 19 6 6 89 583 672, 14 7 6 49 672 721, 2 7 6 80 721 801, 7 8 6 77 801 878, 8 9 6 49 878 927, 16 9 6 47 927 974, 5 9 6 36 974 1010, 13 11 6 10 1055 1065, 6 11 6 75 1065 1140, 17 12 6 23 1159 1182, 11 12 6 28 1182 1210, 3 14 6 18 1292 1310, 
20, 0 0 7 15 0 15, 5 0 7 80 15 95, 13 2 7 12 95 107, 7 0 7 75 107 182, 12 2 7 18 270 288, 11 3 7 27 387 414, 17 5 7 72 441 513, 3 5 7 69 575 644, 15 7 7 56 654 710, 8 7 7 48 710 758, 19 9 7 83 864 947, 18 10 7 13 947 960, 16 11 7 86 1004 1090, 6 12 7 7 1140 1147, 2 12 7 82 1168 1250, 9 11 7 12 1250 1262, 10 14 7 51 1262 1313, 14 13 7 71 1313 1384, 4 13 7 89 1384 1473, 1 14 7 76 1473 1549, 
20, 14 0 8 99 0 99, 15 1 8 19 99 118, 1 0 8 6 118 124, 16 1 8 24 124 148, 18 2 8 10 154 164, 13 3 8 43 164 207, 6 2 8 48 207 255, 9 3 8 47 312 359, 2 2 8 61 359 420, 0 4 8 40 420 460, 10 7 8 98 486 584, 17 6 8 22 584 606, 12 8 8 91 727 818, 8 8 8 18 818 836, 7 10 8 41 958 999, 19 10 8 20 999 1019, 5 11 8 98 1166 1264, 3 13 8 28 1264 1292, 11 14 8 33 1504 1537, 4 14 8 39 1537 1576, 
20, 9 0 9 66 0 66, 17 1 9 92 68 160, 6 3 9 1 255 256, 16 4 9 6 364 370, 5 4 9 11 421 432, 1 5 9 44 432 476, 14 5 9 65 577 642, 18 6 9 65 642 707, 0 7 9 59 709 768, 4 7 9 13 768 781, 8 10 9 50 927 977, 2 9 9 53 977 1030, 13 10 9 25 1030 1055, 10 10 9 73 1055 1128, 3 10 9 66 1128 1194, 15 12 9 13 1194 1207, 12 13 9 85 1207 1292, 19 12 9 11 1335 1346, 7 13 9 64 1346 1410, 11 13 9 94 1410 1504, 
