RandomSwapInstances/abz/abz5.txt
10 10
10, 8 0 0 94 0 94, 2 2 0 83 144 227, 9 1 0 59 227 286, 4 4 0 99 552 651, 6 4 0 95 814 909, 1 6 0 92 943 1035, 7 7 0 62 1035 1097, 3 7 0 76 1097 1173, 5 9 0 88 1173 1261, 0 8 0 86 1261 1347, 
10, 5 0 1 99 0 99, 3 2 1 61 162 223, 9 2 1 82 286 368, 6 1 1 86 368 454, 2 3 1 65 454 519, 0 4 1 67 576 643, 7 4 1 71 783 854, 8 4 1 66 854 920, 1 7 1 82 1035 1117, 4 9 1 86 1307 1393, 
10, 3 1 2 68 94 162, 5 5 2 80 390 470, 0 5 2 89 643 732, 7 3 2 51 732 783, 1 4 2 94 783 877, 8 5 2 90 920 1010, 4 5 2 67 1010 1077, 2 8 2 55 1171 1226, 6 6 2 66 1226 1292, 9 9 2 96 1450 1546, 
10, 4 0 3 69 0 69, 9 0 3 50 69 119, 1 1 3 50 119 169, 8 2 3 81 169 250, 7 2 3 82 383 465, 3 4 3 54 465 519, 6 3 3 96 718 814, 5 8 3 79 871 950, 2 9 3 77 1226 1303, 0 9 3 92 1347 1439, 
10, 0 0 4 88 0 88, 5 1 4 81 99 180, 7 0 4 98 180 278, 4 1 4 88 278 366, 3 3 4 99 366 465, 1 3 4 75 546 621, 6 2 4 97 621 718, 9 7 4 81 749 830, 8 6 4 76 1010 1086, 2 7 4 85 1086 1171, 
10, 1 0 5 72 0 72, 5 2 5 64 180 244, 0 3 5 99 477 576, 2 5 5 85 610 695, 7 5 5 94 854 948, 3 6 5 66 948 1014, 8 7 5 58 1086 1144, 4 7 5 68 1172 1240, 6 7 5 99 1292 1391, 9 8 5 59 1391 1450, 
10, 8 1 6 71 94 165, 5 3 6 66 244 310, 7 1 6 73 310 383, 0 2 6 94 383 477, 1 2 6 69 477 546, 2 4 6 64 546 610, 9 6 6 58 691 749, 3 5 6 75 749 824, 4 6 6 95 1077 1172, 6 8 6 52 1391 1443, 
10, 3 0 7 94 0 94, 6 0 7 50 94 144, 8 3 7 85 250 335, 5 6 7 69 470 539, 9 4 7 56 539 595, 2 6 7 78 695 773, 7 6 7 85 948 1033, 0 7 7 99 1033 1132, 1 8 7 94 1132 1226, 4 8 7 67 1240 1307, 
10, 2 1 8 61 83 144, 0 1 8 68 144 212, 5 4 8 80 310 390, 9 3 8 67 390 457, 4 3 8 95 457 552, 1 5 8 66 877 943, 6 5 8 97 943 1040, 7 8 8 95 1097 1192, 8 8 8 93 1192 1285, 3 9 8 67 1445 1512, 
10, 2 0 9 83 0 83, 4 2 9 82 366 448, 9 5 9 96 595 691, 0 6 9 77 732 809, 5 7 9 62 809 871, 7 9 9 79 1192 1271, 8 9 9 97 1285 1382, 3 8 9 63 1382 1445, 1 9 9 63 1445 1508, 6 9 9 71 1508 1579, 
