RandomSearchM_seed_981965720_abz5
10 10
10, 0 8 0 86 681 767, 1 6 0 92 1213 1305, 2 2 0 83 1688 1771, 3 7 0 76 2626 2702, 4 4 0 99 2942 3041, 5 9 0 88 4104 4192, 6 4 0 95 4292 4387, 7 7 0 62 5157 5219, 8 0 0 94 5219 5313, 9 1 0 59 5515 5574, 
10, 0 4 1 67 349 416, 1 7 1 82 1305 1387, 2 3 1 65 1771 1836, 3 2 1 61 2271 2332, 4 9 1 86 3338 3424, 5 0 1 99 3424 3523, 6 1 1 86 4013 4099, 7 4 1 71 4907 4978, 8 4 1 66 5550 5616, 9 2 1 82 5616 5698, 
10, 0 5 2 89 416 505, 1 4 2 94 1053 1147, 2 8 2 55 2148 2203, 3 1 2 68 2203 2271, 4 5 2 67 3041 3108, 5 5 2 80 3814 3894, 6 6 2 66 4484 4550, 7 3 2 51 4856 4907, 8 5 2 90 5616 5706, 9 9 2 96 6350 6446, 
10, 0 9 3 92 767 859, 1 1 3 50 859 909, 2 9 3 77 2203 2280, 3 4 3 54 2431 2485, 4 0 3 69 2485 2554, 5 8 3 79 4025 4104, 6 3 3 96 4196 4292, 7 2 3 82 4774 4856, 8 2 3 81 5384 5465, 9 0 3 50 5465 5515, 
10, 0 0 4 88 0 88, 1 3 4 75 978 1053, 2 7 4 85 2063 2148, 3 3 4 99 2332 2431, 4 1 4 88 2554 2642, 5 1 4 81 3523 3604, 6 2 4 97 4099 4196, 7 0 4 98 4196 4294, 8 6 4 76 5706 5782, 9 7 4 81 6210 6291, 
10, 0 3 5 99 250 349, 1 0 5 72 349 421, 2 5 5 85 1900 1985, 3 6 5 66 2560 2626, 4 7 5 68 3203 3271, 5 2 5 64 3604 3668, 6 7 5 99 4550 4649, 7 5 5 94 4978 5072, 8 7 5 58 5782 5840, 9 8 5 59 6291 6350, 
10, 0 2 6 94 156 250, 1 2 6 69 909 978, 2 4 6 64 1836 1900, 3 5 6 75 2485 2560, 4 6 6 95 3108 3203, 5 3 6 66 3668 3734, 6 8 6 52 4649 4701, 7 1 6 73 4701 4774, 8 1 6 71 5313 5384, 9 6 6 58 6152 6210, 
10, 0 7 7 99 582 681, 1 8 7 94 1387 1481, 2 6 7 78 1985 2063, 3 0 7 94 2063 2157, 4 8 7 67 3271 3338, 5 6 7 69 3894 3963, 6 0 7 50 3963 4013, 7 6 7 85 5072 5157, 8 3 7 85 5465 5550, 9 4 7 56 6000 6056, 
10, 0 1 8 68 88 156, 1 5 8 66 1147 1213, 2 1 8 61 1627 1688, 3 9 8 67 2765 2832, 4 3 8 95 2847 2942, 5 4 8 80 3734 3814, 6 5 8 97 4387 4484, 7 8 8 95 5219 5314, 8 8 8 93 5840 5933, 9 3 8 67 5933 6000, 
10, 0 6 9 77 505 582, 1 9 9 63 1481 1544, 2 0 9 83 1544 1627, 3 8 9 63 2702 2765, 4 2 9 82 2765 2847, 5 7 9 62 3963 4025, 6 9 9 71 4701 4772, 7 9 9 79 5314 5393, 8 9 9 97 5933 6030, 9 5 9 96 6056 6152, 
